,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
393,Q712367,Chiayi Airport,RCKU,CYI,,120.40380389105,23.454813197935,26,3050,85123,1002069,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,https://en.wikipedia.org/wiki/Chiayi_Airport,CYI,RCKU,,,
394,Q717673,Qimei Airport,RCCM,CMJ,,119.4175,23.213055555556,19,783,18373,45477,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/Qimei_Airport,CMJ,RCCM,,,
395,Q708494,Ludao Airport,RCGI,GNI,,121.46638888889,22.673611111111,9,917,28809,131033,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/L%C3%BCdao_Airport,GNI,RCGI,,,
396,Q710284,Hengchun Airport,RCKW,HCN,,120.73027777778,22.038055555556,14,1700,,11000,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=17872,https://en.wikipedia.org/wiki/Hengchun_Airport,HCN,RCKW,,,
397,Q16810,Kaohsiung International Airport,RCKH,KHH,2733964,120.35,22.576944444444,9.4488186,3150,7506753,12158144,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,https://en.wikipedia.org/wiki/Kaohsiung_International_Airport,KHH,RCKH,"7,496,336","60,155",(2019)
398,Q646013,Kinmen Airport,RCBS,KNH,139273,118.35916666667,24.427777777778,17,3004,2543492,2543492,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/Kinmen_Airport,KNH,RCBS,,,
399,Q703921,Hualien Airport,RCYU,HUN,99458,121.61777777778,24.023055555556,15.5448306,2751,118152,1595466,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,https://en.wikipedia.org/wiki/Hualien_Airport,HUN,RCYU,,,
400,Q708281,Magong Airport,RCQC,MZG,104440,119.63,23.566666666667,31,3000,2743876,2743876,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,https://en.wikipedia.org/wiki/Penghu_Airport,MZG,RCQC,,,
401,Q597949,Matsu Nangan Airport,RCFG,LZN,7382,119.95638888889,26.157416666667,71,1579,311653,371238,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/Nangan_Airport,LZN,RCFG,,,
402,Q717735,Lanyu Airport,RCLY,KYD,5202,121.53577777778,22.027816666667,13,1132,46149,75006,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=20899,https://en.wikipedia.org/wiki/Lanyu_Airport,KYD,RCLY,,,
403,Q374558,Taichung Airport,RCMQ,RMQ,3033885,120.620833,24.265,203,3659,2821967,2821967,https://www.caa.gov.tw/FileAtt.ashx?lang=2&id=24145,https://en.wikipedia.org/wiki/Taichung_International_Airport,RMQ,RCMQ,,"3,757.1",(2018)
