,QID,itemLabel,icao,iata,max_population,lon,lat,alt_in_m,max_rwy_lenght_m,max_passengers19,maxpax,traffic_source_url,wdpa_link,wpda_iata,wpda_icao,wpda_passengers,wpda_movements,wpda_year_data
160,Q645151,Ernesto Cortissoz International Airport,SKBQ,BAQ,1274250,-74.781766666667,10.888569444444,29,3001,2780631,3030937,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Ernesto_Cortissoz_International_Airport,BAQ,SKBQ,"2,911,703","40,321",(2016)
161,Q201785,El Dorado International Airport,SKBO,BOG,7743955,-74.146944444444,4.7013888888889,,3800,34975009,36478591,http://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Aeropuertos/TRAFICO%20AEROPUERTOS%202004-2019.xlsx?Web=1,https://en.wikipedia.org/wiki/El_Dorado_International_Airport,BOG,SKBO,"36,478,591[2]","103,666",(2022)
162,Q2674281,Bucaramanga-Palonegro International Airport,SKBG,BGA,581130,-73.184722222222,7.1263888888889,1187.8079382,,1864475,2101787,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Palonegro_International_Airport,BGA,SKBG,"1,944,086",41.959,(2018)
163,Q3275128,Gerardo Tobar López Airport,SKBU,BUN,423927,-76.98972222,3.81972222,14,,15189,15417,http://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Aeropuertos/TRAFICO%20AEROPUERTOS%202004-2019.xlsx?Web=1,https://en.wikipedia.org/wiki/Gerardo_Tobar_L%C3%B3pez_Airport,BUN,SKBU,,,
164,Q2308547,Alfonso Bonilla Aragón International Airport,SKCL,CLO,2471474,-76.381388888889,3.5430555555556,963.7794972,3000,5527532,7217373,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Alfonso_Bonilla_Arag%C3%B3n_International_Airport,CLO,SKCL,"5,686,212","81,420",(2019)
165,Q2670003,Rafael Núñez International Airport,SKCG,CTG,1036412,-75.512777777778,10.442041666667,2.1336042,2390,5663955,7087788,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Rafael_N%C3%BA%C3%B1ez_International_Airport,CTG,SKCG,5.463.873,,(2018)
166,Q6461807,La Chorrera Airport,SKHZ,LCR,2027,-72.801083,-1.456361,211,,1647,4859,http://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Aeropuertos/TRAFICO%20AEROPUERTOS%202004-2019.xlsx?Web=1,https://en.wikipedia.org/wiki/La_Chorrera_Airport,LCR,,,,
167,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Las_Brujas_Airport,,,,,
168,Q2670008,Cúcuta-Camilo Daza,SKCC,CUC,750000,-72.511666666667,7.9275,310,,1061961,1640339,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Camilo_Daza_International_Airport,CUC,SKCC,"949,292","31,173",(2018)
169,Q5613877,Guapi Airport,SKGP,GPI,29989,-77.898333333333,2.57,50,,34949,66828,https://www.aerocivil.gov.co/atencion/estadisticas-de-las-actividades-aeronauticas/Estadsticas%20operacionales/Estad%C3%ADsticas%20de%20Tr%C3%A1fico%20de%20Aeropuertos%20Diciembre%202022.xlsx,https://en.wikipedia.org/wiki/Guapi_Airport,GPI,SKGP,,,
